Totales Territoriales;Provincias;Totales Territoriales;Comunidades y Ciudades Autónomas;Viajeros y pernoctaciones;Periodo;Total
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Viajero;2022M09;1,31
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Viajero;2022M08;0,78
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Viajero;2022M07;0,72
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Viajero;2022M06;0,94
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Viajero;2022M05;1,38
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Viajero;2022M04;0,93
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Viajero;2022M03;1,00
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Viajero;2022M02;0,93
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Viajero;2022M01;0,88
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2025M03;1,61
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2025M02;1,44
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2025M01;1,32
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2024M12;1,46
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2024M11;1,33
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2024M10;1,44
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2024M09;0,88
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2024M08;0,56
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2024M07;1,03
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2024M06;1,54
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2024M05;1,08
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2024M04;1,12
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2024M03;1,57
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2024M02;1,82
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2024M01;2,17
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2023M12;0,89
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2023M11;1,21
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2023M10;1,28
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2023M09;0,83
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2023M08;0,64
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2023M07;0,68
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2023M06;1,29
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2023M05;1,52
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2023M04;1,20
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2023M03;1,81
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2023M02;1,54
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2023M01;0,95
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2022M12;1,05
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2022M11;1,10
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2022M10;1,09
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2022M09;1,14
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2022M08;0,72
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2022M07;0,61
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2022M06;1,30
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2022M05;2,22
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2022M04;1,30
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2022M03;2,22
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2022M02;2,27
Total Nacional;29 Málaga;Total Nacional;05 Canarias;Pernoctaciones;2022M01;0,92
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2025M03;0,56
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2025M02;0,50
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2025M01;0,63
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2024M12;0,58
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2024M11;0,42
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2024M10;0,62
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2024M09;0,53
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2024M08;0,34
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2024M07;0,50
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2024M06;0,60
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2024M05;0,77
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2024M04;0,49
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2024M03;0,56
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2024M02;0,43
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2024M01;0,53
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2023M12;0,45
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2023M11;0,64
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2023M10;0,73
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2023M09;0,60
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2023M08;0,51
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2023M07;0,65
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2023M06;0,80
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2023M05;0,52
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2023M04;0,46
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2023M03;0,31
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2023M02;0,43
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2023M01;0,42
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2022M12;0,91
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2022M11;0,35
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2022M10;0,76
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2022M09;0,53
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2022M08;0,30
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2022M07;0,38
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2022M06;0,47
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2022M05;0,48
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2022M04;0,46
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2022M03;0,59
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2022M02;0,45
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Viajero;2022M01;0,37
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2025M03;0,89
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2025M02;0,84
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2025M01;0,90
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2024M12;0,68
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2024M11;0,92
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2024M10;0,72
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2024M09;0,79
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2024M08;0,37
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2024M07;0,72
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2024M06;0,85
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2024M05;1,26
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2024M04;1,04
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2024M03;0,86
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2024M02;0,52
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2024M01;0,59
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2023M12;0,60
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2023M11;0,76
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2023M10;0,82
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2023M09;0,87
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2023M08;0,47
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2023M07;0,73
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2023M06;0,83
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2023M05;0,76
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2023M04;0,57
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2023M03;0,43
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2023M02;0,45
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2023M01;0,45
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2022M12;0,87
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2022M11;0,51
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2022M10;1,11
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2022M09;0,85
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2022M08;0,36
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2022M07;0,50
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2022M06;0,73
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2022M05;0,65
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2022M04;0,95
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2022M03;1,68
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2022M02;1,71
Total Nacional;29 Málaga;Total Nacional;06 Cantabria;Pernoctaciones;2022M01;0,46
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2025M03;1,51
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2025M02;1,38
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2025M01;1,62
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2024M12;2,11
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2024M11;1,41
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2024M10;1,71
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2024M09;2,11
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2024M08;2,22
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2024M07;2,52
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2024M06;2,00
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2024M05;1,57
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2024M04;1,74
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2024M03;1,98
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2024M02;1,72
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2024M01;1,64
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2023M12;1,57
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2023M11;1,79
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2023M10;2,46
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2023M09;2,33
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2023M08;2,13
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2023M07;2,45
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2023M06;2,08
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2023M05;1,65
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2023M04;2,31
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2023M03;1,52
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2023M02;1,40
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2023M01;1,36
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2022M12;1,84
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2022M11;1,75
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2022M10;2,10
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2022M09;2,56
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2022M08;2,52
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2022M07;2,34
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2022M06;1,91
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2022M05;2,27
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2022M04;2,37
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2022M03;1,63
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2022M02;1,87
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Viajero;2022M01;2,01
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2025M03;2,28
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2025M02;2,15
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2025M01;1,93
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2024M12;3,35
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2024M11;2,00
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2024M10;2,38
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2024M09;3,11
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2024M08;3,20
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2024M07;3,81
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2024M06;3,30
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2024M05;2,63
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2024M04;2,46
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2024M03;2,31
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2024M02;2,49
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2024M01;2,08
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2023M12;1,91
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2023M11;2,58
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2023M10;3,43
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2023M09;3,42
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2023M08;3,12
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2023M07;3,61
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2023M06;3,17
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2023M05;2,27
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2023M04;2,61
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2023M03;2,25
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2023M02;2,01
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2023M01;1,80
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2022M12;2,92
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2022M11;2,34
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2022M10;3,75
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2022M09;3,59
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2022M08;3,73
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2022M07;3,92
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2022M06;2,92
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2022M05;3,44
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2022M04;3,97
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2022M03;2,64
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2022M02;2,97
Total Nacional;29 Málaga;Total Nacional;07 Castilla y León;Pernoctaciones;2022M01;2,44
Total Nacional;29 Málaga;Total Nacional;08 Castilla - La Mancha;Viajero;2025M03;2,55
Total Nacional;29 Málaga;Total Nacional;08 Castilla - La Mancha;Viajero;2025M02;2,24
Total Nacional;29 Málaga;Total Nacional;08 Castilla - La Mancha;Viajero;2025M01;2,41
Total Nacional;29 Málaga;Total Nacional;08 Castilla - La Mancha;Viajero;2024M12;2,77
Total Nacional;29 Málaga;Total Nacional;08 Castilla - La Mancha;Viajero;2024M11;2,30
Total Nacional;29 Málaga;Total Nacional;08 Castilla - La Mancha;Viajero;2024M10;2,08
Total Nacional;29 Málaga;Total Nacional;08 Castilla - La Mancha;Viajero;2024M09;2,23
Total Nacional;29 Málaga;Total Nacional;08 Castilla - La Mancha;Viajero;2024M08;3,24
Total Nacional;29 Málaga;Total Nacional;08 Castilla - La Mancha;Viajero;2024M07;3,98
Total Nacional;29 Málaga;Total Nacional;08 Castilla - La Mancha;Viajero;2024M06;4,73
Total Nacional;29 Málaga;Total Nacional;08 Castilla - La Mancha;Viajero;2024M05;2,94
Total Nacional;29 Málaga;Total Nacional;08 Castilla - La Mancha;Viajero;2024M04;1,69
Total Nacional;29 Málaga;Total Nacional;08 Castilla - La Mancha;Viajero;2024M03;2,92
Total Nacional;29 Málaga;Total Nacional;08 Castilla - La Mancha;Viajero;2024M02;2,46
Total Nacional;29 Málaga;Total Nacional;08 Castilla - La Mancha;Viajero;2024M01;2,05
Total Nacional;29 Málaga;Total Nacional;08 Castilla - La Mancha;Viajero;2023M12;2,94
Total Nacional;29 Málaga;Total Nacional;08 Castilla - La Mancha;Viajero;2023M11;3,24
Total Nacional;29 Málaga;Total Nacional;08 Castilla - La Mancha;Viajero;2023M10;2,47
Total Nacional;29 Málaga;Total Nacional;08 Castilla - La Mancha;Viajero;2023M09;2,40
Total Nacional;29 Málaga;Total Nacional;08 Castilla - La Mancha;Viajero;2023M08;3,34
Total Nacional;29 Málaga;Total Nacional;08 Castilla - La Mancha;Viajero;2023M07;3,15
Total Nacional;29 Málaga;Total Nacional;08 Castilla - La Mancha;Viajero;2023M06;2,55
Total Nacional;29 Málaga;Total Nacional;08 Castilla - La Mancha;Viajero;2023M05;2,20
Total Nacional;29 Málaga;Total Nacional;08 Castilla - La Mancha;Viajero;2023M04;2,50
Total Nacional;29 Málaga;Total Nacional;08 Castilla - La Mancha;Viajero;2023M03;1,77
Total Nacional;29 Málaga;Total Nacional;08 Castilla - La Mancha;Viajero;2023M02;1,74
Total Nacional;29 Málaga;Total Nacional;08 Castilla - La Mancha;Viajero;2023M01;2,52
Total Nacional;29 Málaga;Total Nacional;08 Castilla - La Mancha;Viajero;2022M12;2,64
Total Nacional;29 Málaga;Total Nacional;08 Castilla - La Mancha;Viajero;2022M11;1,88
Total Nacional;29 Málaga;Total Nacional;08 Castilla - La Mancha;Viajero;2022M10;2,28
Total Nacional;29 Málaga;Total Nacional;08 Castilla - La Mancha;Viajero;2022M09;2,49
Total Nacional;29 Málaga;Total Nacional;08 Castilla - La Mancha;Viajero;2022M08;3,74
Total Nacional;29 Málaga;Total Nacional;08 Castilla - La Mancha;Viajero;2022M07;3,50
