Países	Viajeros y pernoctaciones	Periodo	Total
Francia	Pernoctaciones	2014M11	540475
Francia	Pernoctaciones	2014M10	1377552
Francia	Pernoctaciones	2014M09	1516473
Francia	Pernoctaciones	2014M08	2982120
Francia	Pernoctaciones	2014M07	1720492
Francia	Pernoctaciones	2014M06	1320194
Francia	Pernoctaciones	2014M05	1805983
Francia	Pernoctaciones	2014M04	1263193
Francia	Pernoctaciones	2014M03	705330
Francia	Pernoctaciones	2014M02	513739
Francia	Pernoctaciones	2014M01	417790
Francia	Pernoctaciones	2013M12	484302
Francia	Pernoctaciones	2013M11	479896
Francia	Pernoctaciones	2013M10	1201978
Francia	Pernoctaciones	2013M09	1373789
Francia	Pernoctaciones	2013M08	2676494
Francia	Pernoctaciones	2013M07	1514281
Francia	Pernoctaciones	2013M06	1204640
Francia	Pernoctaciones	2013M05	1675472
Francia	Pernoctaciones	2013M04	1323275
Francia	Pernoctaciones	2013M03	705653
Francia	Pernoctaciones	2013M02	461844
Francia	Pernoctaciones	2013M01	398335
Francia	Pernoctaciones	2012M12	434725
Francia	Pernoctaciones	2012M11	560824
Francia	Pernoctaciones	2012M10	933831
Francia	Pernoctaciones	2012M09	1330620
Francia	Pernoctaciones	2012M08	2409872
Francia	Pernoctaciones	2012M07	1468744
Francia	Pernoctaciones	2012M06	1036125
Francia	Pernoctaciones	2012M05	1358157
Francia	Pernoctaciones	2012M04	1251726
Francia	Pernoctaciones	2012M03	595654
Francia	Pernoctaciones	2012M02	489439
Francia	Pernoctaciones	2012M01	359396
Francia	Pernoctaciones	2011M12	442957
Francia	Pernoctaciones	2011M11	449170
Francia	Pernoctaciones	2011M10	1116144
Francia	Pernoctaciones	2011M09	1206312
Francia	Pernoctaciones	2011M08	2199315
Francia	Pernoctaciones	2011M07	1609475
Francia	Pernoctaciones	2011M06	1184251
Francia	Pernoctaciones	2011M05	1289410
Francia	Pernoctaciones	2011M04	1152192
Francia	Pernoctaciones	2011M03	654713
Francia	Pernoctaciones	2011M02	511520
Francia	Pernoctaciones	2011M01	325957
Francia	Pernoctaciones	2010M12	389439
Francia	Pernoctaciones	2010M11	447775
Francia	Pernoctaciones	2010M10	974302
Francia	Pernoctaciones	2010M09	1047222
Francia	Pernoctaciones	2010M08	1953209
Francia	Pernoctaciones	2010M07	1391309
Francia	Pernoctaciones	2010M06	934428
Francia	Pernoctaciones	2010M05	1189370
Francia	Pernoctaciones	2010M04	1057739
Francia	Pernoctaciones	2010M03	451833
Francia	Pernoctaciones	2010M02	402063
Francia	Pernoctaciones	2010M01	288484
Francia	Pernoctaciones	2009M12	357282
Francia	Pernoctaciones	2009M11	348737
Francia	Pernoctaciones	2009M10	841005
Francia	Pernoctaciones	2009M09	987454
Francia	Pernoctaciones	2009M08	1859994
Francia	Pernoctaciones	2009M07	1180993
Francia	Pernoctaciones	2009M06	876907
Francia	Pernoctaciones	2009M05	1139241
Francia	Pernoctaciones	2009M04	962895
Francia	Pernoctaciones	2009M03	433163
Francia	Pernoctaciones	2009M02	370286
Francia	Pernoctaciones	2009M01	261668
Francia	Pernoctaciones	2008M12	307546
Francia	Pernoctaciones	2008M11	354005
Francia	Pernoctaciones	2008M10	802044
Francia	Pernoctaciones	2008M09	1023480
Francia	Pernoctaciones	2008M08	1860500
Francia	Pernoctaciones	2008M07	1212903
Francia	Pernoctaciones	2008M06	924862
Francia	Pernoctaciones	2008M05	1154984
Francia	Pernoctaciones	2008M04	992084
Francia	Pernoctaciones	2008M03	485574
Francia	Pernoctaciones	2008M02	400345
Francia	Pernoctaciones	2008M01	302761
Francia	Pernoctaciones	2007M12	335090
Francia	Pernoctaciones	2007M11	399925
Francia	Pernoctaciones	2007M10	817117
Francia	Pernoctaciones	2007M09	1019520
Francia	Pernoctaciones	2007M08	1681364
Francia	Pernoctaciones	2007M07	1136522
Francia	Pernoctaciones	2007M06	868572
Francia	Pernoctaciones	2007M05	1025788
Francia	Pernoctaciones	2007M04	951535
Francia	Pernoctaciones	2007M03	462445
Francia	Pernoctaciones	2007M02	350341
Francia	Pernoctaciones	2007M01	271937
Francia	Pernoctaciones	2006M12	297226
Francia	Pernoctaciones	2006M11	361200
Francia	Pernoctaciones	2006M10	825964
Francia	Pernoctaciones	2006M09	1015113
Francia	Pernoctaciones	2006M08	1514383
Francia	Pernoctaciones	2006M07	1163627
Francia	Pernoctaciones	2006M06	886512
Francia	Pernoctaciones	2006M05	1153341
Francia	Pernoctaciones	2006M04	940450
Francia	Pernoctaciones	2006M03	418251
Francia	Pernoctaciones	2006M02	386446
Francia	Pernoctaciones	2006M01	258310
Francia	Pernoctaciones	2005M12	273720
Francia	Pernoctaciones	2005M11	348938
Francia	Pernoctaciones	2005M10	817017
Francia	Pernoctaciones	2005M09	991963
Francia	Pernoctaciones	2005M08	1534560
Francia	Pernoctaciones	2005M07	1120264
Francia	Pernoctaciones	2005M06	825124
Francia	Pernoctaciones	2005M05	1051794
Francia	Pernoctaciones	2005M04	890618
Francia	Pernoctaciones	2005M03	399803
Francia	Pernoctaciones	2005M02	366481
Francia	Pernoctaciones	2005M01	239016
Francia	Pernoctaciones	2004M12	258636
Francia	Pernoctaciones	2004M11	308455
Francia	Pernoctaciones	2004M10	797780
Francia	Pernoctaciones	2004M09	917570
Francia	Pernoctaciones	2004M08	1424342
Francia	Pernoctaciones	2004M07	989229
Francia	Pernoctaciones	2004M06	779449
Francia	Pernoctaciones	2004M05	1060909
Francia	Pernoctaciones	2004M04	939458
Francia	Pernoctaciones	2004M03	438869
Francia	Pernoctaciones	2004M02	372456
Francia	Pernoctaciones	2004M01	239531
Francia	Pernoctaciones	2003M12	255689
Francia	Pernoctaciones	2003M11	322189
Francia	Pernoctaciones	2003M10	859680
Francia	Pernoctaciones	2003M09	962989
Francia	Pernoctaciones	2003M08	1557336
Francia	Pernoctaciones	2003M07	1082458
Francia	Pernoctaciones	2003M06	933803
Francia	Pernoctaciones	2003M05	1145935
Francia	Pernoctaciones	2003M04	943697
Francia	Pernoctaciones	2003M03	477196
Francia	Pernoctaciones	2003M02	388111
Francia	Pernoctaciones	2003M01	245746
Francia	Pernoctaciones	2002M12	248603
Francia	Pernoctaciones	2002M11	330495
Francia	Pernoctaciones	2002M10	878198
Francia	Pernoctaciones	2002M09	1019556
Francia	Pernoctaciones	2002M08	1400284
Francia	Pernoctaciones	2002M07	1108389
Francia	Pernoctaciones	2002M06	804366
Francia	Pernoctaciones	2002M05	1080387
Francia	Pernoctaciones	2002M04	1042094
Francia	Pernoctaciones	2002M03	466344
Francia	Pernoctaciones	2002M02	380938
Francia	Pernoctaciones	2002M01	244108
Francia	Pernoctaciones	2001M12	227393
Francia	Pernoctaciones	2001M11	320180
Francia	Pernoctaciones	2001M10	805595
Francia	Pernoctaciones	2001M09	1066723
Francia	Pernoctaciones	2001M08	1496742
Francia	Pernoctaciones	2001M07	1086109
Francia	Pernoctaciones	2001M06	893463
Francia	Pernoctaciones	2001M05	1006843
Francia	Pernoctaciones	2001M04	861248
Francia	Pernoctaciones	2001M03	384661
Francia	Pernoctaciones	2001M02	362951
Francia	Pernoctaciones	2001M01	238387
Francia	Pernoctaciones	2000M12	226432
Francia	Pernoctaciones	2000M11	273958
Francia	Pernoctaciones	2000M10	684283
Francia	Pernoctaciones	2000M09	932660
Francia	Pernoctaciones	2000M08	1333854
Francia	Pernoctaciones	2000M07	1025993
Francia	Pernoctaciones	2000M06	933988
Francia	Pernoctaciones	2000M05	936829
Francia	Pernoctaciones	2000M04	863212
Francia	Pernoctaciones	2000M03	412891
Francia	Pernoctaciones	2000M02	377066
Francia	Pernoctaciones	2000M01	192139
Francia	Pernoctaciones	1999M12	215302
Francia	Pernoctaciones	1999M11	328358
Francia	Pernoctaciones	1999M10	712407
Francia	Pernoctaciones	1999M09	926323
Francia	Pernoctaciones	1999M08	1400334
Francia	Pernoctaciones	1999M07	1179398
Francia	Pernoctaciones	1999M06	918130
Francia	Pernoctaciones	1999M05	946721
Francia	Pernoctaciones	1999M04	886855
Francia	Pernoctaciones	1999M03	347304
Francia	Pernoctaciones	1999M02	284908
Francia	Pernoctaciones	1999M01	211329
Grecia	Viajero	2025M03	15759
Grecia	Viajero	2025M02	13541
Grecia	Viajero	2025M01	13120
Grecia	Viajero	2024M12	11242
Grecia	Viajero	2024M11	13386
Grecia	Viajero	2024M10	14462
Grecia	Viajero	2024M09	14661
Grecia	Viajero	2024M08	16677
Grecia	Viajero	2024M07	15354
Grecia	Viajero	2024M06	16645
Grecia	Viajero	2024M05	16718
Grecia	Viajero	2024M04	15050
Grecia	Viajero	2024M03	14709
Grecia	Viajero	2024M02	12941
Grecia	Viajero	2024M01	11527
Grecia	Viajero	2023M12	13188
Grecia	Viajero	2023M11	14218
Grecia	Viajero	2023M10	14706
Grecia	Viajero	2023M09	13487
Grecia	Viajero	2023M08	17091
Grecia	Viajero	2023M07	14547
Grecia	Viajero	2023M06	14364
Grecia	Viajero	2023M05	12464
Grecia	Viajero	2023M04	17258
Grecia	Viajero	2023M03	12056
Grecia	Viajero	2023M02	10237
Grecia	Viajero	2023M01	8761
Grecia	Viajero	2022M12	9732
Grecia	Viajero	2022M11	12329
Grecia	Viajero	2022M10	14643
Grecia	Viajero	2022M09	11564
Grecia	Viajero	2022M08	15937
Grecia	Viajero	2022M07	13561
Grecia	Viajero	2022M06	12880
Grecia	Viajero	2022M05	13137
Grecia	Viajero	2022M04	12221
Grecia	Viajero	2022M03	9250
Grecia	Viajero	2022M02	5552
Grecia	Viajero	2022M01	3481
Grecia	Viajero	2021M12	4943
Grecia	Viajero	2021M11	7925
Grecia	Viajero	2021M10	10511
Grecia	Viajero	2021M09	5921
Grecia	Viajero	2021M08	7600
Grecia	Viajero	2021M07	6229
Grecia	Viajero	2021M06	3288
Grecia	Viajero	2021M05	2549
Grecia	Viajero	2021M04	1639
Grecia	Viajero	2021M03	1268
Grecia	Viajero	2021M02	714
Grecia	Viajero	2021M01	674
Grecia	Viajero	2020M12	643
Grecia	Viajero	2020M11	619
Grecia	Viajero	2020M10	970
Grecia	Viajero	2020M09	1049
Grecia	Viajero	2020M08	1918
Grecia	Viajero	2020M07	1737
Grecia	Viajero	2020M06	.
Grecia	Viajero	2020M05	.
Grecia	Viajero	2020M04	0
Grecia	Viajero	2020M03	3598
Grecia	Viajero	2020M02	8452
Grecia	Viajero	2020M01	9121
Grecia	Viajero	2019M12	11529
Grecia	Viajero	2019M11	12846
Grecia	Viajero	2019M10	13097
Grecia	Viajero	2019M09	12436
Grecia	Viajero	2019M08	14863
Grecia	Viajero	2019M07	11731
Grecia	Viajero	2019M06	12481
Grecia	Viajero	2019M05	15946
Grecia	Viajero	2019M04	12025
Grecia	Viajero	2019M03	10937
Grecia	Viajero	2019M02	8517
Grecia	Viajero	2019M01	7940
Grecia	Viajero	2018M12	9312
Grecia	Viajero	2018M11	14853
Grecia	Viajero	2018M10	12246
Grecia	Viajero	2018M09	13612
Grecia	Viajero	2018M08	14053
Grecia	Viajero	2018M07	11983
Grecia	Viajero	2018M06	14583
Grecia	Viajero	2018M05	12287
Grecia	Viajero	2018M04	11553
Grecia	Viajero	2018M03	8958
Grecia	Viajero	2018M02	7100
Grecia	Viajero	2018M01	6148
Grecia	Viajero	2017M12	7376
Grecia	Viajero	2017M11	7824
Grecia	Viajero	2017M10	11184
Grecia	Viajero	2017M09	9354
Grecia	Viajero	2017M08	15297
Grecia	Viajero	2017M07	13972
Grecia	Viajero	2017M06	11373
Grecia	Viajero	2017M05	11454
Grecia	Viajero	2017M04	11228
Grecia	Viajero	2017M03	8863
Grecia	Viajero	2017M02	7094
Grecia	Viajero	2017M01	6746
Grecia	Viajero	2016M12	7012
Grecia	Viajero	2016M11	9824
Grecia	Viajero	2016M10	12580
Grecia	Viajero	2016M09	9299
Grecia	Viajero	2016M08	10910
Grecia	Viajero	2016M07	13053
Grecia	Viajero	2016M06	10092
Grecia	Viajero	2016M05	9995
Grecia	Viajero	2016M04	9219
Grecia	Viajero	2016M03	7389
Grecia	Viajero	2016M02	6384
Grecia	Viajero	2016M01	5396
Grecia	Viajero	2015M12	6208
Grecia	Viajero	2015M11	7612
Grecia	Viajero	2015M10	10044
Grecia	Viajero	2015M09	9246
Grecia	Viajero	2015M08	11332
Grecia	Viajero	2015M07	10093
Grecia	Viajero	2015M06	9663
Grecia	Viajero	2015M05	12996
Grecia	Viajero	2015M04	9897
Grecia	Viajero	2015M03	6614
Grecia	Viajero	2015M02	5620
Grecia	Viajero	2015M01	3985
Grecia	Viajero	2014M12	6791
Grecia	Viajero	2014M11	9919
Grecia	Viajero	2014M10	10958
Grecia	Viajero	2014M09	9743
Grecia	Viajero	2014M08	11246
Grecia	Viajero	2014M07	10424
Grecia	Viajero	2014M06	9914
Grecia	Viajero	2014M05	9997
Grecia	Viajero	2014M04	7433
Grecia	Viajero	2014M03	6714
Grecia	Viajero	2014M02	5548
Grecia	Viajero	2014M01	3574
Grecia	Viajero	2013M12	6102
Grecia	Viajero	2013M11	7072
Grecia	Viajero	2013M10	10984
Grecia	Viajero	2013M09	9883
Grecia	Viajero	2013M08	11752
Grecia	Viajero	2013M07	10133
Grecia	Viajero	2013M06	8674
Grecia	Viajero	2013M05	9416
Grecia	Viajero	2013M04	7669
Grecia	Viajero	2013M03	7207
Grecia	Viajero	2013M02	6819
Grecia	Viajero	2013M01	3840
Grecia	Viajero	2012M12	4683
Grecia	Viajero	2012M11	7666
Grecia	Viajero	2012M10	8665
Grecia	Viajero	2012M09	7554
Grecia	Viajero	2012M08	15310
Grecia	Viajero	2012M07	10079
Grecia	Viajero	2012M06	8712
Grecia	Viajero	2012M05	8364
Grecia	Viajero	2012M04	11490
Grecia	Viajero	2012M03	7577
Grecia	Viajero	2012M02	5490
Grecia	Viajero	2012M01	7148
Grecia	Viajero	2011M12	7266
Grecia	Viajero	2011M11	7892
Grecia	Viajero	2011M10	8736
Grecia	Viajero	2011M09	12899
Grecia	Viajero	2011M08	19467
Grecia	Viajero	2011M07	13771
Grecia	Viajero	2011M06	10444
Grecia	Viajero	2011M05	18434
Grecia	Viajero	2011M04	17545
Grecia	Viajero	2011M03	13131
Grecia	Viajero	2011M02	8141
Grecia	Viajero	2011M01	8808
Grecia	Viajero	2010M12	9745
Grecia	Viajero	2010M11	15690
Grecia	Viajero	2010M10	14241
Grecia	Viajero	2010M09	14218
Grecia	Viajero	2010M08	16305
Grecia	Viajero	2010M07	15284
Grecia	Viajero	2010M06	15394
Grecia	Viajero	2010M05	15172
Grecia	Viajero	2010M04	24456
Grecia	Viajero	2010M03	19032
Grecia	Viajero	2010M02	9598
Grecia	Viajero	2010M01	6665
Grecia	Viajero	2009M12	10812
Grecia	Viajero	2009M11	10497
Grecia	Viajero	2009M10	13777
Grecia	Viajero	2009M09	9614
Grecia	Viajero	2009M08	15443
Grecia	Viajero	2009M07	12286
Grecia	Viajero	2009M06	10039
Grecia	Viajero	2009M05	9511
Grecia	Viajero	2009M04	12852
Grecia	Viajero	2009M03	8822
Grecia	Viajero	2009M02	10655
Grecia	Viajero	2009M01	5121
Grecia	Viajero	2008M12	8117
Grecia	Viajero	2008M11	10796
Grecia	Viajero	2008M10	9449
Grecia	Viajero	2008M09	13809
Grecia	Viajero	2008M08	20051
Grecia	Viajero	2008M07	17515
Grecia	Viajero	2008M06	14116
Grecia	Viajero	2008M05	13426
Grecia	Viajero	2008M04	14085
Grecia	Viajero	2008M03	7752
Grecia	Viajero	2008M02	6906
Grecia	Viajero	2008M01	5618
Grecia	Viajero	2007M12	7101
Grecia	Viajero	2007M11	9115
Grecia	Viajero	2007M10	11523
Grecia	Viajero	2007M09	12413
Grecia	Viajero	2007M08	21186
Grecia	Viajero	2007M07	14103
Grecia	Viajero	2007M06	13930
Grecia	Viajero	2007M05	10712
Grecia	Viajero	2007M04	12149
Grecia	Viajero	2007M03	11174
Grecia	Viajero	2007M02	8320
Grecia	Viajero	2007M01	5723
Grecia	Viajero	2006M12	7400
Grecia	Viajero	2006M11	10318
Grecia	Viajero	2006M10	7685
Grecia	Viajero	2006M09	10237
Grecia	Viajero	2006M08	18316
Grecia	Viajero	2006M07	18846
Grecia	Viajero	2006M06	10055
Grecia	Viajero	2006M05	9008
Grecia	Viajero	2006M04	10051
Grecia	Viajero	2006M03	5646
Grecia	Viajero	2006M02	6955
Grecia	Viajero	2006M01	4054
Grecia	Viajero	2005M12	4451
Grecia	Viajero	2005M11	5051
Grecia	Viajero	2005M10	9812
Grecia	Viajero	2005M09	6881
Grecia	Viajero	2005M08	13996
Grecia	Viajero	2005M07	8559
Grecia	Viajero	2005M06	7479
Grecia	Viajero	2005M05	5742
Grecia	Viajero	2005M04	6480
Grecia	Viajero	2005M03	6023
Grecia	Viajero	2005M02	5237
Grecia	Viajero	2005M01	3153
Grecia	Viajero	2004M12	4291
Grecia	Viajero	2004M11	4321
Grecia	Viajero	2004M10	7992
Grecia	Viajero	2004M09	6497
Grecia	Viajero	2004M08	8688
Grecia	Viajero	2004M07	11393
Grecia	Viajero	2004M06	5819
Grecia	Viajero	2004M05	6194
Grecia	Viajero	2004M04	5451
Grecia	Viajero	2004M03	5190
Grecia	Viajero	2004M02	3879
Grecia	Viajero	2004M01	3024
Grecia	Viajero	2003M12	5054
Grecia	Viajero	2003M11	5274
Grecia	Viajero	2003M10	6998
Grecia	Viajero	2003M09	8252
Grecia	Viajero	2003M08	11729
Grecia	Viajero	2003M07	10489
Grecia	Viajero	2003M06	7621
Grecia	Viajero	2003M05	7182
Grecia	Viajero	2003M04	5288
Grecia	Viajero	2003M03	7118
Grecia	Viajero	2003M02	4001
Grecia	Viajero	2003M01	3746
Grecia	Viajero	2002M12	4977
Grecia	Viajero	2002M11	4189
Grecia	Viajero	2002M10	8152
Grecia	Viajero	2002M09	9277
Grecia	Viajero	2002M08	17378
Grecia	Viajero	2002M07	10389
Grecia	Viajero	2002M06	6912
Grecia	Viajero	2002M05	8351
Grecia	Viajero	2002M04	7752
Grecia	Viajero	2002M03	8869
Grecia	Viajero	2002M02	3714
Grecia	Viajero	2002M01	2797
Grecia	Viajero	2001M12	6980
Grecia	Viajero	2001M11	2969
Grecia	Viajero	2001M10	4855
Grecia	Viajero	2001M09	7450
Grecia	Viajero	2001M08	13335
Grecia	Viajero	2001M07	7773
Grecia	Viajero	2001M06	5984
Grecia	Viajero	2001M05	6151
Grecia	Viajero	2001M04	6547
Grecia	Viajero	2001M03	6256
Grecia	Viajero	2001M02	6427
Grecia	Viajero	2001M01	3569
Grecia	Viajero	2000M12	5813
Grecia	Viajero	2000M11	4030
Grecia	Viajero	2000M10	6562
Grecia	Viajero	2000M09	8252
Grecia	Viajero	2000M08	14680
Grecia	Viajero	2000M07	9871
Grecia	Viajero	2000M06	6509
Grecia	Viajero	2000M05	4596
Grecia	Viajero	2000M04	7054
Grecia	Viajero	2000M03	5524
Grecia	Viajero	2000M02	2877
Grecia	Viajero	2000M01	3057
Grecia	Viajero	1999M12	3600
Grecia	Viajero	1999M11	4756
Grecia	Viajero	1999M10	7368
Grecia	Viajero	1999M09	9666
Grecia	Viajero	1999M08	19296
Grecia	Viajero	1999M07	11871
Grecia	Viajero	1999M06	5614
Grecia	Viajero	1999M05	6003
Grecia	Viajero	1999M04	6409
Grecia	Viajero	1999M03	3573
Grecia	Viajero	1999M02	3513
Grecia	Viajero	1999M01	2933
Grecia	Pernoctaciones	2025M03	42951
Grecia	Pernoctaciones	2025M02	41681
Grecia	Pernoctaciones	2025M01	32564
Grecia	Pernoctaciones	2024M12	35491
Grecia	Pernoctaciones	2024M11	37177
Grecia	Pernoctaciones	2024M10	40378
Grecia	Pernoctaciones	2024M09	39476
Grecia	Pernoctaciones	2024M08	47147
Grecia	Pernoctaciones	2024M07	46005
Grecia	Pernoctaciones	2024M06	44344
Grecia	Pernoctaciones	2024M05	45445
Grecia	Pernoctaciones	2024M04	39956
Grecia	Pernoctaciones	2024M03	47870
Grecia	Pernoctaciones	2024M02	43229
Grecia	Pernoctaciones	2024M01	29472
Grecia	Pernoctaciones	2023M12	38730
Grecia	Pernoctaciones	2023M11	38322
Grecia	Pernoctaciones	2023M10	41673
Grecia	Pernoctaciones	2023M09	37638
Grecia	Pernoctaciones	2023M08	50242
Grecia	Pernoctaciones	2023M07	44515
Grecia	Pernoctaciones	2023M06	38133
Grecia	Pernoctaciones	2023M05	35980
Grecia	Pernoctaciones	2023M04	51925
Grecia	Pernoctaciones	2023M03	39390
Grecia	Pernoctaciones	2023M02	35046
Grecia	Pernoctaciones	2023M01	26684
Grecia	Pernoctaciones	2022M12	28878
Grecia	Pernoctaciones	2022M11	38446
Grecia	Pernoctaciones	2022M10	43164
Grecia	Pernoctaciones	2022M09	32626
Grecia	Pernoctaciones	2022M08	48321
Grecia	Pernoctaciones	2022M07	40740
Grecia	Pernoctaciones	2022M06	38978
Grecia	Pernoctaciones	2022M05	40031
Grecia	Pernoctaciones	2022M04	36685
Grecia	Pernoctaciones	2022M03	32982
Grecia	Pernoctaciones	2022M02	15604
Grecia	Pernoctaciones	2022M01	11886
Grecia	Pernoctaciones	2021M12	16111
Grecia	Pernoctaciones	2021M11	23909
Grecia	Pernoctaciones	2021M10	32236
Grecia	Pernoctaciones	2021M09	19210
Grecia	Pernoctaciones	2021M08	22147
Grecia	Pernoctaciones	2021M07	17774
Grecia	Pernoctaciones	2021M06	9164
Grecia	Pernoctaciones	2021M05	6798
Grecia	Pernoctaciones	2021M04	4517
Grecia	Pernoctaciones	2021M03	4841
Grecia	Pernoctaciones	2021M02	2057
Grecia	Pernoctaciones	2021M01	2068
Grecia	Pernoctaciones	2020M12	2349
Grecia	Pernoctaciones	2020M11	1613
Grecia	Pernoctaciones	2020M10	2683
Grecia	Pernoctaciones	2020M09	3014
Grecia	Pernoctaciones	2020M08	5215
Grecia	Pernoctaciones	2020M07	3805
Grecia	Pernoctaciones	2020M06	.
Grecia	Pernoctaciones	2020M05	.
Grecia	Pernoctaciones	2020M04	0
Grecia	Pernoctaciones	2020M03	11891
Grecia	Pernoctaciones	2020M02	24504
Grecia	Pernoctaciones	2020M01	26199
Grecia	Pernoctaciones	2019M12	35963
Grecia	Pernoctaciones	2019M11	35155
Grecia	Pernoctaciones	2019M10	36037
Grecia	Pernoctaciones	2019M09	33778
Grecia	Pernoctaciones	2019M08	39003
Grecia	Pernoctaciones	2019M07	30313
Grecia	Pernoctaciones	2019M06	33130
Grecia	Pernoctaciones	2019M05	39968
Grecia	Pernoctaciones	2019M04	34899
Grecia	Pernoctaciones	2019M03	31171
Grecia	Pernoctaciones	2019M02	24663
Grecia	Pernoctaciones	2019M01	22831
Grecia	Pernoctaciones	2018M12	27890
Grecia	Pernoctaciones	2018M11	39144
Grecia	Pernoctaciones	2018M10	31429
Grecia	Pernoctaciones	2018M09	30916
Grecia	Pernoctaciones	2018M08	39831
Grecia	Pernoctaciones	2018M07	34080
Grecia	Pernoctaciones	2018M06	36824
Grecia	Pernoctaciones	2018M05	31481
Grecia	Pernoctaciones	2018M04	31072
Grecia	Pernoctaciones	2018M03	23901
Grecia	Pernoctaciones	2018M02	20823
Grecia	Pernoctaciones	2018M01	16926
Grecia	Pernoctaciones	2017M12	18927
Grecia	Pernoctaciones	2017M11	20962
Grecia	Pernoctaciones	2017M10	30404
Grecia	Pernoctaciones	2017M09	24369
Grecia	Pernoctaciones	2017M08	40606
Grecia	Pernoctaciones	2017M07	37013
Grecia	Pernoctaciones	2017M06	28835
Grecia	Pernoctaciones	2017M05	28930
Grecia	Pernoctaciones	2017M04	29678
Grecia	Pernoctaciones	2017M03	24770
Grecia	Pernoctaciones	2017M02	18902
Grecia	Pernoctaciones	2017M01	17493
Grecia	Pernoctaciones	2016M12	19180
Grecia	Pernoctaciones	2016M11	24063
Grecia	Pernoctaciones	2016M10	34243
Grecia	Pernoctaciones	2016M09	30337
Grecia	Pernoctaciones	2016M08	31878
Grecia	Pernoctaciones	2016M07	37851
Grecia	Pernoctaciones	2016M06	24553
Grecia	Pernoctaciones	2016M05	25855
Grecia	Pernoctaciones	2016M04	23695
Grecia	Pernoctaciones	2016M03	19482
Grecia	Pernoctaciones	2016M02	19480
Grecia	Pernoctaciones	2016M01	15227
Grecia	Pernoctaciones	2015M12	17004
Grecia	Pernoctaciones	2015M11	20751
